Key,File,Type,UsedInMainMenu,NoTranslate,english,Spanish,latam
SHLSLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 3\n\nUnlocks Legendary Weapons/Tools tier 1\nUnlocks Legen Melee Weapons\nUnlocks Ultimate Glasses\nUnlocks Special operation motorcycle","Requiere Perk Special LVL 3\n\nDesbloquea Armas/ herramientas legendarias tier 1\nDesbloquea Armas Legendarias melee\nDesbloquea los Lentes Definitivos\nDesbloquea la motocicleta de operaciones especiales","Requiere Perk Special LVL 3\n\nDesbloquea Armas/ herramientas legendarias tier 1\nDesbloquea Armas Legendarias melee\nDesbloquea los Lentes Definitivos\nDesbloquea la motocicleta de operaciones especiales"
SHLSLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 6\n\nUnlocks Legendary Weapons/Tools tier 2\n+10% damage to legend melee Weapons\nUnlocks Special Operation Gyrocopter","Requiere Perk Special LVL 6\n\nDesbloquea las Armas/ herramientas legendarias tier 2\n+10% daño a armas melee Legendarias\nDesbloquea Gyrocoptero de operaciones especiales","Requiere Perk Special LVL 6\n\nDesbloquea las Armas/ herramientas legendarias tier 2\n+10% daño a armas melee Legendarias\nDesbloquea Gyrocoptero de operaciones especiales"
SHLSLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 9\n\nUnlocks Myth Items\n20% damage to legend melee weapons ","Requiere Perk Special LVL 9\n\nDesbloquea los ítems Míticos\n+20% daño a armas melee Legendarias ","Requiere Perk Special LVL 9\n\nDesbloquea los ítems Míticos\n+20% daño a armas melee Legendarias "

PPLN,progression,Attribute,,,Old West Style
SAPSDESC1,progression,Attribute,,,Gunfighter,Pistolero
SAPSDESC2,progression,Attribute,,,Outlaws,Forajido
SAPSDESC3,progression,Attribute,,,Lawmen,Alguacil
SAPSLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 2\n\nGives 5% damage to Pistols/Revolvers/SMG Weapons","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todas las Pistolas/Revolvers/SMG","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todas las Pistolas/Revolvers/SMG"
SAPSLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 5\n\nGives 10% damage to Pistols/Revolvers/SMG Weapons","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todas las Pistolas/Revolvers/SMG","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todas las Pistolas/Revolvers/SMG"
SAPSLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 8\n\nGives 20% damage to Pistols/Revolvers/SMG Weapons","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todas las Pistolas/Revolvers/SMG","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todas las Pistolas/Revolvers/SMG"

PELN,progression,Attribute,,,The Destroyer
SAESDESC1,progression,Attribute,,,The Beginning,El Comienzo
SAESDESC2,progression,Attribute,,,Interlude,Interludio
SAESDESC3,progression,Attribute,,,The End,El Fin
SAESLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 2\n\nGives 5% damage to Shotgun Weapons","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todas las Escopetas","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todas las Escopetas"
SAESLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 5\n\nGives 10% damage to Shotgun Weapons","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todas las Escopetas","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todas las Escopetas"
SAESLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 8\n\nGives 20% damage to Shotgun Weapons","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todas las Escopetas","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todas las Escopetas"

PRLN,progression,Attribute,,,Rifleman's Creed
SASSDESC1,progression,Attribute,,,"This is my rifle. There are many like it, but this one is mine.","Éste es mi rifle, hay muchos como él, pero éste es mío","Éste es mi rifle, hay muchos como él, pero éste es mío"
SASSDESC2,progression,Attribute,,,"Without me, my rifle is useless. Without my rifle, I am useless.","Sin mí, mi rifle no es nada, sin mi rifle no soy nada","Sin mí, mi rifle no es nada, sin mi rifle no soy nada"
SASSDESC3,progression,Attribute,,,"So be it, until there is no enemy, but peace.","Así será, hasta que no haya enemigos, solo paz","Así será, hasta que no haya enemigos, solo paz"
SASSLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 2\n\nGives 5% damage to Sniper Weapons","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todos los Rifles de Tirador","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todos los Rifles de Tirador"
SASSLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 5\n\nGives 10% damage to Sniper Weapons","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todos los Rifles de Tirador","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todos los Rifles de Tirador"
SASSLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 8\n\nGives 20% damage to Sniper Weapons","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todos los Rifles de Tirador","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todos los Rifles de Tirador"

PMLN,progression,Attribute,,,One man Army
SAMSDESC1,progression,Attribute,,,Total Control,Control Total,Control Total
SAMSDESC2,progression,Attribute,,,Rambo would be proud,Rambo estaria orgulloso,Rambo estaria orgulloso
SAMSDESC3,progression,Attribute,,,"One weapon to rule them all","Un arma para regirlos a todos","Un arma para regirlos a todos"
SAMSLONDESC1,progression,Attribute,,,"Requires Perk Special LVL 2\n\nGives 5% damage to Automatic Rifle Weapons","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todos los Rifles de Automáticos","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todos los Rifles de Automáticos"
SAMSLONDESC2,progression,Attribute,,,"Requires Perk Special LVL 5\n\nGives 10% damage to Automatic Rifle Weapons","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todos los Rifles de Automáticos","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todos los Rifles de Automáticos"
SAMSLONDESC3,progression,Attribute,,,"Requires Perk Special LVL 8\n\nGives 20% damage to Automatic Rifle Weapons","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todos los Rifles de Automáticos","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todos los Rifles de Automáticos"

PBLN,progression,Attribute,,,Bowmaster
LBADesc1,progression,Attribute,,,Lock on
LBADesc2,progression,Attribute,,,Hitmarker
LBADesc3,progression,Attribute,,,Bullseye
LBADesc1long,progression,Attribute,,,"Requires Perk Special LVL 2\n\nGives 5% damage to Bows and Crossbows","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todos los Arcos y Ballestas","Requiere Perk Special LVL 2\n\nAgrega 5% de daño a todos los Arcos y Ballestas"
LBADesc2long,progression,Attribute,,,"Requires Perk Special LVL 5\n\nGives 10% damage to Bows and Crossbows","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todos los Arcos y Ballestasr","Requiere Perk Special LVL 5\n\nAgrega 10% de daño a todos los Arcos y Ballestasr"
LBADesc3long,progression,Attribute,,,"Requires Perk Special LVL 8\n\nGives 20% damage to Bows and Crossbows","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todos los Arcos y Ballestas","Requiere Perk Special LVL 8\n\nAgrega 20% de daño a todos los Arcos y Ballestas"

Wireless_PowerBox_Vedui42,items,Block,,,Wireless Box,Caja Inalámbrica,Caja Inalámbrica
Wireless_Block,items,Gun,,,Wireless Block,Bloque Inalámbrico,Bloque Inalámbrico
Wireless_BlockR,items,Gun,,,Reinforced Wireless Block,Bloque Inalámbrico Reforzado,Bloque Inalámbrico Reforzado

LMMachete,items,Melee,,,[Legend] Black ShortSword,[Legendario] Espada corta oscura,[Legendario] Espada corta oscura
LMLanza,items,Melee,,,[Legend] Modified Spear,[Legendario] Lanza Modificada,[Legendario] Lanza Modificada
LMSMazo,items,Melee,,,[Legend] Demolition Hammer,[Legendario] Mazo Demoledor,[Legendario] Mazo Demoledor
LMNudillos,items,Melee,,,[Legend] Assassin Knuckles,[Legendario] Nudillos de Asesino,[Legendario] Nudillos de Asesino
LMMazo,items,Melee,,,[Legend] Modified Bat,[Legendario] Bate Modificado,[Legendario] Bate Modificado

LMBMachete,items,Melee,,,[BETA] Legend BlackSword
LMBLanza,items,Melee,,,[BETA] Legend Lanza
LMBSMazo,items,Melee,,,[BETA] Legend Mazo 2H
LMBNudillos,items,Melee,,,[BETA] Assassin Knuckles,[BETA] Nudillos de Asesino,[BETA] Nudillos de Asesino
LMBMazo,items,Melee,,,[BETA] Modified Bat,[BETA] Bate Modificado,[BETA] Bate Modificado
AmmoKit,items,kits,,,[Premium] Ammo kit,[Donación] Kit de Munición,[Donación] Kit de Munición
tutorialTipQuest01,Journal Tip,,,,"Buen día nuevo hooligan!\n\n- Te encuentras el laboratorio de experimentación, recórrelo para aprender información de utilidad para sobrevivir\n- Para salir solo sigue los mensajes de EXIT hacia la superficie o usa /mc en chat para ir al mercado central\n [FF0000]*Para ver reglas y comandos del servidor presiona ESC*[-]\n\n                                                              Bienvenido al servidor\n                                                         Y buena suerte ahí afuera [FFCC00]HF"

lblFuel,UI,Menu,,,Fuel,Fuel,Fuel
xuiFuel,UI,XUI,,,Fuel,Fuel,Fuel
reqAgilityLevel06,progression,Attribute,,,Agility Level 6,Nivel de agilidad 6,Nivel de agilidad 6

gunAncientSmg,items,ancient,,,[Ancient] Delta 00,[Ancestral] Delta 00,[Ancestral] Delta 00
gunAncientSmg2,items,ancient,,,[Ancient] Hyperblast,[Ancestral] Hyperblast,[Ancestral] Hyperblast
gunAncientDesert,items,ancient,,,[Ancient] Peacemaker,[Ancestral] Peacemaker,[Ancestral] Peacemaker
gunAncientDesert2,items,ancient,,,[Ancient] Savery,[Ancestral] Savery,[Ancestral] Savery
gunAncientShotgun,items,ancient,,,[Ancient] Doombringer,[Ancestral] Doombringer,[Ancestral] Doombringer
gunAncientShotgun2,items,ancient,,,[Ancient] Kronos XI,[Ancestral]Kronos XI,[Ancestral]Kronos XI
gunAncientSniper,items,ancient,,,[Ancient] One Shot,[Ancestral] One Shot,[Ancestral] One Shot
gunAncientSniper2,items,ancient,,,[Ancient] Railshotter,[Ancestral] Railshotter,[Ancestral] Railshotter
gunAncientAuto,items,ancient,,,[Ancient] Dominator,[Ancestral] Dominator,[Ancestral] Dominator
gunAncientAuto2,items,ancient,,,[Ancient] Vulcan,[Ancestral] Vulcan,[Ancestral] Vulcan
gunAncientCrossbow,items,ancient,,,[Ancient] CB1,[Ancestral] CB1,[Ancestral] CB1
gunAncientCrossbow2,items,ancient,,,[Ancient] CB2,[Ancestral] CB2,[Ancestral] CB2
meleeAncientHammer,items,ancient,,,[Ancient] Ultimate Hammer,[Ancestral] Martillo Definitivo,[Ancestral] Martillo Definitivo
meleeAncientNailgun,items,ancient,,,[Ancient] Newhope,[Ancestral] Newhope,[Ancestral] Newhope
armorAncientHelmet,items,ancient,,,[Ancient] Ultimate Helmet,[Ancestral] Casco Definitivo,[Ancestral] Casco Definitivo
armorAncientArmor,items,ancient,,,[Ancient] Ultimate Armor,[Ancestral] Armadura Definitivo,[Ancestral] Armadura Definitivo
armorAncientGloves,items,ancient,,,[Ancient] Ultimate Gloves,[Ancestral] Guantes Definitivo,[Ancestral] Guantes Definitivo
armorAncientLegs,items,ancient,,,[Ancient] UltimateF Leg Armor,[Ancestral] Armadura de Piernas Definitivo,[Ancestral] Armadura de Piernas Definitivo
armorAncientBoots,items,ancient,,,[Ancient] Ultimate Boots,[Ancestral] Botas Definitivo,[Ancestral] Botas Definitivo
ancientMetalAlloy,items,ancient,,,Ancient Metal Alloy,Aleacion de metal ancestral,Aleacion de metal ancestral

aDescHammer,items,ancient,,,"♦Ultimate Ancient Hammer♦\nThis hammer can be used by true Masters and is the best partner out there\n\n▲+50% Mining Harvest Resources\n▲+100% Salvage Harvest\n▲Press F to active the hammer combat mode\n\n▼Need Prestige 2 to use Ancient Items▼","♦Martillo Definitivo Ancestral♦\nEste martillo puede ser usado por verdaderos Maestros y es el mejor compañero que existe\n\n▲+ 50% de recursos de minera\n▲+ 100% de recursos de rescate\n▲Presiona F para activar el modo de combate de martillo\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼","♦Martillo Definitivo Ancestral♦\nEste martillo puede ser usado por verdaderos Maestros y es el mejor compañero que existe\n\n▲+ 50% de recursos de minera\n▲+ 100% de recursos de rescate\n▲Presiona F para activar el modo de combate de martillo\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼"
aDescArmor,items,ancient,,,"♦Ancient Armor♦\nThe ultimate armor, this armor combine the best parts of the Military and Swat Armors and have the best stats you can get\n\n▼Need Prestige 2 to use Ancient Items▼","♦Armadura antigua♦\nLa armadura definitiva, esta armadura combina las mejores partes de las Armaduras Militares y Swat y tiene las mejores estadísticas que puedes obtener\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼","♦Armadura antigua♦\nLa armadura definitiva, esta armadura combina las mejores partes de las Armaduras Militares y Swat y tiene las mejores estadísticas que puedes obtener\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼"
aDescItem1,items,ancient,,,"♦Myth series♦\nAncient Weapons crafted using the strongest weapons and fused using ancient metal alloy, these weapons combine the Myth and Unique Weapons and takes the best of both weapons\n\n▼Need Prestige 2 to use Ancient Items▼\n▼This weapon have the appearance of a myth weapon, this and Unique series have the same stats, the only change is the appearance▼","♦Serie Mítica♦ Armas ancestrales creadas con las armas más fuertes y fusionadas con una aleación de metal antiguo, estas armas combinan el mito y las armas únicas y toman lo mejor de ambas armas\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼\n▼Esta arma tiene la apariencia de un arma mítica, esta y las series Unique tienen las mismas estadísticas, el único cambio es la apariencia ▼","♦Serie Mítica♦ Armas ancestrales creadas con las armas más fuertes y fusionadas con una aleación de metal antiguo, estas armas combinan el mito y las armas únicas y toman lo mejor de ambas armas\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼\n▼Esta arma tiene la apariencia de un arma mítica, esta y las series Unique tienen las mismas estadísticas, el único cambio es la apariencia ▼"
aDescItem2,items,ancient,,,"♦Unique series♦\nAncient Weapons crafted using the strongest weapons and fused using ancient metal alloy, these weapons combine the Myth and Unique Weapons and takes the best of both weapons\n\n▼Need Prestige 2 to use Ancient Items▼\n▼This weapon have the appearance of an unique weapon, this and Myth series have the same stats, the only change is the appearance▼","♦Serie Unique♦ Armas ancestrales creadas con las armas más fuertes y fusionadas con una aleación de metal antiguo, estas armas combinan el mito y las armas únicas y toman lo mejor de ambas armas\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼\n▼Esta arma tiene la apariencia de un arma Unique, esta y las series Mítica tienen las mismas estadísticas, el único cambio es la apariencia ▼","♦Serie Unique♦ Armas ancestrales creadas con las armas más fuertes y fusionadas con una aleación de metal antiguo, estas armas combinan el mito y las armas únicas y toman lo mejor de ambas armas\n\n▼Los items Ancestrales solo pueden ser usados con Prestigio 2▼\n▼Esta arma tiene la apariencia de un arma Unique, esta y las series Mítica tienen las mismas estadísticas, el único cambio es la apariencia ▼"
aPartDesc,items,ancient,,,"An alloy done with an Acient Token, it can be used to reinfoce items and give them ultimate upgrade\n\n▼An Ancient Token will make 5 alloys","Una aleación hecha con un Acient Token, se puede usar para reforzar items y darles las mejoras definitivas\n\n▼Un Ancient Token hará 5 aleaciones","Una aleación hecha con un Acient Token, se puede usar para reforzar items y darles las mejoras definitivas\n\n▼Un Ancient Token hará 5 aleaciones"

uniqueSwatkey,ui_display,stat,,,Damage Reduction,Reducción del daño
uniqueMilikey,ui_display,stat,,,Base Jump Force,Fuerza de Salto Base
combineArmorStat,ui_display,stat,,,Armor Rating - Explosion Resist,Valor de armadura - Resistencia a explosión
combineArmorStat2,ui_display,stat,,,Noise Increase - Stamina /s,Aumento de ruido - Resistencia/s

meleeKit,items,kit,,,Kit de Evento (Armas Melee)
meleeKitDesc,items,kit,,,"Este es un kit de items para evento del servidor"
